dataset,n_frames,ccc,mae,rmse,pearson
noxi,13250,-0.06255197988985096,0.47747499263109966,0.5493066947284785,-0.21064566995222495
noxij,8500,-0.06837350567799708,0.669892844545732,0.7919007521924082,-0.2854271856854702
