domain,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
CC,task,1603816,0.3060107867768298,0.4406144938732765,0.6101514655258083,0.5769034602473102
CC,social,1583134,0.4377589544269636,0.5369143823954021,0.6023039363917186,0.5946173855150606
