role,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
purple,task,104317,0.1980045645271106,0.34865561889515356,0.5362673841309875,0.5842959440934843
purple,social,90804,-0.03280284170773245,0.09631967902932033,0.14902069847783303,0.14220739174485705
yellow,task,111375,0.09333554366328049,0.2827376857513256,0.4420726366467226,0.45241750841750844
yellow,social,93812,-0.03819209007897781,0.09427607404341577,0.17185069308067782,0.14606873321110306
