domain,role,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
CR,purple,task,65346,0.5450008660965947,0.505272433621939,0.7991316933671975,0.803675817953662
CR,purple,social,17295,-0.13074144919861638,0.04996078214990689,0.08175697428159298,0.05458224920497254
CR,yellow,task,0,nan,nan,nan,nan
CR,yellow,social,0,nan,nan,nan,nan
