epoch,train_loss,val_organizer_score,best_epoch,best_val_organizer_score,stale_epochs,train_seconds,val_seconds,epoch_seconds
1,2.3973748683929443,0.11357376127556601,1,0.11357376127556601,0,26.12556853701244,11.133377354999539,37.26997418899555
2,1.3151278495788574,0.3011408147181114,2,0.3011408147181114,0,26.50136548798764,11.093027819006238,37.602638151991414
3,1.1813349723815918,0.4102706133273189,3,0.4102706133273189,0,26.925286526995478,11.088677114981692,38.03477024001768
4,0.9945242404937744,0.15961533943309736,3,0.4102706133273189,1,26.663023100001737,11.084120314015308,37.74729554099031
5,0.819324254989624,0.09603862212482554,3,0.4102706133273189,2,24.867144776013447,11.029846696997993,35.89714240800822
6,0.8839148283004761,0.3100616658346919,3,0.4102706133273189,3,25.07871095300652,11.092341312003555,36.17121872300049
7,0.9706793427467346,0.23887301281957807,3,0.4102706133273189,4,25.416788561997237,11.183507444016868,36.60044314598781
8,0.8375980854034424,0.2955095824257368,3,0.4102706133273189,5,27.115945447993,11.138210996985435,38.2543022139871
9,0.7311214804649353,0.47386055376027914,9,0.47386055376027914,0,26.75583736799308,11.107433014985872,37.87132489000214
10,0.8566136956214905,0.2947815437010696,9,0.47386055376027914,1,26.655596397002228,11.055416791001335,37.71115693199681
11,0.7482771873474121,0.2520856690438048,9,0.47386055376027914,2,27.479189491976285,10.965220534009859,38.44454957600101
12,0.6183592677116394,0.24845821520601105,9,0.47386055376027914,3,26.48041199002182,11.05597832298372,37.53657615100383
13,0.8847198486328125,0.4263867970766637,9,0.47386055376027914,4,25.659796994994394,11.063021452020621,36.722970614006044
14,0.6942673921585083,0.10951865952746301,9,0.47386055376027914,5,26.177178626006935,11.151481617998797,37.32880600300268
15,0.6412128210067749,0.5054090526905335,15,0.5054090526905335,0,26.985804432973964,11.090245358995162,38.086437575984746
16,0.5676877498626709,0.1602343901818285,15,0.5054090526905335,1,24.809279298002366,11.139617521985201,35.94905687100254
17,0.8954641819000244,0.5450008660965947,17,0.5450008660965947,0,25.372733283002162,11.121141757001169,36.50305117899552
18,0.7178745269775391,0.08596806729084776,17,0.5450008660965947,1,24.63353919799556,12.284686502011027,36.918387192999944
19,0.609764575958252,0.12052200325337382,17,0.5450008660965947,2,25.594685527990805,14.906819833995542,40.50171080898144
20,0.6818452477455139,0.13992063877020128,17,0.5450008660965947,3,25.049752508988604,11.160103015979985,36.210008834983455
21,0.6216685771942139,0.3368092495996074,17,0.5450008660965947,4,25.07041001599282,11.342386567994254,36.412944796000374
22,0.5219836235046387,0.3349828119743611,17,0.5450008660965947,5,25.507450531003997,11.306842502992367,36.81444101501256
23,0.6729631423950195,0.30188641594088833,17,0.5450008660965947,6,25.801601362996735,11.55238604999613,37.35413778698421
