domain,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
CR,task,65346,0.1533271142177283,0.26802212339090453,0.6259389494850395,0.6108560585192667
CR,social,17295,0.21074579371380361,0.2532080427599076,0.43201251826738934,0.38317432784041633
