domain,mode,feature,head,n_frames,kappa,accuracy,weights
CR,shared,combined,task,65346,0.5070063977679116,0.7653567165549536,"{""all"": [0.65, 0.2, 0.15]}"
CR,shared,combined,social,17295,0.09607744223927366,0.2255565192252096,"{""all"": [0.65, 0.2, 0.15]}"
