domain,mode,feature,head,n_frames,kappa,accuracy,weights
CR,prob_uniform,combined,task,65346,0.386976029726078,0.6543476264805803,"{""all"": [0.3333333333333333, 0.3333333333333333, 0.3333333333333333]}"
CR,prob_uniform,combined,social,17295,0.12350621099267374,0.26319745591211335,"{""all"": [0.3333333333333333, 0.3333333333333333, 0.3333333333333333]}"
