role,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
purple,task,65346,0.4136561689504477,0.403897682898421,0.7043117926577005,0.6994919352370459
purple,social,17295,0.08416256434824695,0.11563761644469399,0.09503166232578325,0.19057531078346343
yellow,task,0,nan,nan,nan,nan
yellow,social,0,nan,nan,nan,nan
