domain,mode,feature,head,n_frames,kappa,accuracy,weights
CR,shared,combined,task,65346,0.42026156546694976,0.776160744345484,"{""all"": [0.5, 0.4, 0.1]}"
CR,shared,combined,social,17295,0.027183869777482834,0.1655969933506794,"{""all"": [0.5, 0.4, 0.1]}"
