role,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
purple,task,104317,0.16420417412052096,0.350246431157652,0.46251007889147433,0.4283386217011609
purple,social,90804,0.1523137908510916,0.2798656477846119,0.4007181191699897,0.36941103916127044
yellow,task,111375,0.05785616445662004,0.2971929695928468,0.41116297835729,0.3999012345679012
yellow,social,93812,0.10018291044895172,0.2517509427810897,0.34662721709409594,0.3152688355434273
