domain,mode,feature,head,n_frames,kappa,accuracy,weights
CR,prob_uniform,combined,task,65346,0.3041921169159938,0.6337801854742448,"{""all"": [0.3333333333333333, 0.3333333333333333, 0.3333333333333333]}"
CR,prob_uniform,combined,social,17295,0.1811034654311568,0.4231858918762648,"{""all"": [0.3333333333333333, 0.3333333333333333, 0.3333333333333333]}"
