mode,fit_split,optimistic,group,n_frames,ccc,mae,rmse,pearson,novice_n_frames,novice_ccc,novice_mae,novice_rmse,novice_pearson,expert_n_frames,expert_ccc,expert_mae,expert_rmse,expert_pearson
single_visual_videomae,none,no,overall,577136,0.7604218919119574,0.07564159594752577,0.0969342365201289,0.7622433740928843,288568,0.5501554524496945,0.07026350211880011,0.0899639379920703,0.5515297282943146,288568,0.7281250486337063,0.08101968977625142,0.10343588487773245,0.7349018239533925
single_audio_w2vbert2,none,no,overall,577136,0.8187584334815035,0.06404469899243256,0.0845188049082471,0.8199042852890723,288568,0.6276322710856882,0.06081464584655434,0.08231696011325028,0.6303785729396194,288568,0.785163034250369,0.06727475213831077,0.08666472664210181,0.7891859276027128
single_text_xlm_roberta,none,no,overall,577136,0.6562307201972792,0.09977901844558369,0.12695087248773676,0.6694845462204263,288568,0.3945894562519364,0.0869004504341941,0.1133458111385046,0.4235333116687956,288568,0.4928014586823897,0.1126575864569733,0.13923280916561886,0.5154251215959003
best_single,none,no,overall,577136,0.8187584334815035,0.06404469899243256,0.0845188049082471,0.8199042852890723,288568,0.6276322710856882,0.06081464584655434,0.08231696011325028,0.6303785729396194,288568,0.785163034250369,0.06727475213831077,0.08666472664210181,0.7891859276027128
uniform,fixed,no,overall,577136,0.8376775928452431,0.059577532748558926,0.07744674377579122,0.8378254753041411,288568,0.6467425415443752,0.055650180681818956,0.07352688884552852,0.6588731353785962,288568,0.7912597956458234,0.0635048848152989,0.08117753913271457,0.802821198733423
shared,train_internal,no,overall,577136,0.8561387829541762,0.05609114376498603,0.07228349394572495,0.8567586652469581,288568,0.6752321360291595,0.05510776845024308,0.0713468340764641,0.6781218157176868,288568,0.8371987567665033,0.05707451907972897,0.07320817072751383,0.8400655080069964
role,train_internal,no,overall,577136,0.8552253950391837,0.056358250951616055,0.07265317462531126,0.8558797028300136,288568,0.6771464008173268,0.05485525854803307,0.07129071932453587,0.6798926307693592,288568,0.8367067316274777,0.05786124335519905,0.0739905460478715,0.8382785110954134
val_shared_upper,val_internal,yes,overall,577136,0.8574381811245906,0.05565069936341788,0.07204307095784625,0.8579494628632653,288568,0.6771464008173268,0.05485525854803307,0.07129071932453587,0.6798926307693592,288568,0.8384670682280834,0.056446140178802694,0.07278764650862664,0.8418387183252802
val_role_upper,val_internal,yes,overall,577136,0.858524775176532,0.05536046966986612,0.07180273012614088,0.8591217824052441,288568,0.6737903625670344,0.05427479916092956,0.07080411444873846,0.6799162696495379,288568,0.8384670682280834,0.056446140178802694,0.07278764650862664,0.8418387183252802
