group,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
overall,task,65346,0.44407726898313227,0.4675625315806541,0.759756137327983,0.7245891102745387
overall,social,17295,-0.15276563039712662,0.13551531822393686,0.416120732461878,0.43764093668690374
