scope,mode,param,head,n_frames,accuracy,kappa,n_sequences,n_transitions,true_flips,pred_flips,true_flip_rate,pred_flip_rate,flip_rate_ratio
CC,baseline,none,task,215692,0.5786028225432561,0.35728474784731495,14,215678,148,4358,0.0006862081436215099,0.02020604790474689,29.445945945945947
CC,baseline,none,social,184616,0.5322128092906357,0.2932895002702166,14,184602,88,3147,0.00047670122750566085,0.01704748594273085,35.76136363636363
CC,hmm_uniform_start,mix=0.25;strength=0.25;alpha=1,task,215692,0.5804063201231385,0.3593201657739709,14,215678,148,2791,0.0006862081436215099,0.012940587357078608,18.85810810810811
CC,hmm_uniform_start,mix=0.25;strength=0.25;alpha=1,social,184616,0.5328573904753651,0.29392847475307865,14,184602,88,2037,0.00047670122750566085,0.011034550004875354,23.147727272727273
CC,hmm_uniform_start,mix=0.25;strength=0.5;alpha=1,task,215692,0.5825482632642842,0.3618898854963286,14,215678,148,2465,0.0006862081436215099,0.011429074824506905,16.655405405405407
CC,hmm_uniform_start,mix=0.25;strength=0.5;alpha=1,social,184616,0.5337186376045413,0.2948452700015579,14,184602,88,1794,0.00047670122750566085,0.009718204569831313,20.386363636363637
CC,hmm_uniform_start,mix=0.25;strength=1;alpha=1,task,215692,0.5850286519666933,0.3647341049645031,14,215678,148,2119,0.0006862081436215099,0.009824831461716076,14.317567567567568
CC,hmm_uniform_start,mix=0.25;strength=1;alpha=1,social,184616,0.5357390475365083,0.2968872487005225,14,184602,88,1490,0.00047670122750566085,0.008071418511175394,16.931818181818183
CC,hmm_uniform_start,mix=0.25;strength=2;alpha=1,task,215692,0.5887561893811546,0.36909455531229074,14,215678,148,1715,0.0006862081436215099,0.007951668691289793,11.587837837837839
CC,hmm_uniform_start,mix=0.25;strength=2;alpha=1,social,184616,0.5403973653421156,0.3013824531254298,14,184602,88,1148,0.00047670122750566085,0.006218784195187484,13.045454545454545
CC,hmm_uniform_start,mix=0.25;strength=4;alpha=1,task,215692,0.593373884984144,0.3737813836719613,14,215678,148,1294,0.0006862081436215099,0.005999684715177255,8.743243243243244
CC,hmm_uniform_start,mix=0.25;strength=4;alpha=1,social,184616,0.5451044329852234,0.30670485434339234,14,184602,88,875,0.00047670122750566085,0.004739926978039241,9.943181818181818
CC,hmm_uniform_start,mix=0.25;strength=8;alpha=1,task,215692,0.6006806001149788,0.3820431213925727,14,215678,148,920,0.0006862081436215099,0.004265618190079656,6.216216216216216
