dataset,n_frames,ccc,mae,rmse,pearson
noxi,403756,0.13940360775161423,0.13455486291399887,0.16511282440557706,0.5899247196469097
noxij,247800,0.04071358462522777,0.14383900879215542,0.16481691685673225,0.21618462870421626
