epoch,train_loss,val_ccc,val_mae,val_rmse,val_pearson,best_epoch,best_val_ccc,stale_epochs
1,0.4845585534915081,0.8342763869702421,0.0932736553238139,0.1166798211851644,0.8696817169067464,1,0.8342763869702421,0
2,0.22674114285911645,0.8554469462463825,0.07802650342736654,0.09936677971858356,0.8768032442183888,2,0.8554469462463825,0
3,0.18390782235077072,0.8865541533828565,0.07063682730678109,0.08934512540161912,0.8974487450105312,3,0.8865541533828565,0
4,0.1575422081170161,0.8590061433770566,0.07398172419127652,0.09334146048390599,0.8959801342968212,3,0.8865541533828565,1
5,0.1541859718317485,0.8950856372652746,0.06178049978824569,0.08228795453554306,0.897909347553847,5,0.8950856372652746,0
6,0.14487212204801445,0.8934677048064692,0.06591542305552955,0.08478456587631551,0.9114232312895669,5,0.8950856372652746,1
7,0.14019766482859028,0.8643274578424198,0.07284087451966488,0.09308928665192127,0.8979050432622723,5,0.8950856372652746,2
8,0.13245725516456267,0.8757928175356907,0.06920897802068197,0.08660267353914856,0.8934190022490305,5,0.8950856372652746,3
9,0.12489542002835985,0.8951911265552045,0.0609985715859625,0.07963833998646948,0.9012695568560087,5,0.8950856372652746,4
10,0.12965051591067026,0.870252055680232,0.06898294718330263,0.08857499794818162,0.8829188221714901,5,0.8950856372652746,5
11,0.12074978427333727,0.8953235692084331,0.061006169552925926,0.07810545063628789,0.908471213376387,5,0.8950856372652746,6
