dataset,n_frames,ccc,mae,rmse,pearson
noxi,577136,0.8118686606682568,0.06531154131568977,0.08394566671955064,0.8152370447052915
noxij,400748,0.6758981608669664,0.05669528118956779,0.07984015139490466,0.6879887167772147
