role,target_channel,n_frames,ccc,mae,rmse,pearson
novice,0,488942,0.9126531557945378,0.058073604558913916,0.07685353399899655,0.9171590975771975
expert,1,488942,0.8450450970705236,0.06548739501757746,0.08738506299793052,0.8476145605391199
