domain,mode,feature,head,n_frames,kappa,accuracy,weights
CR,role_head,combined,task,65346,0.42071029808230354,0.777033024209592,"{""purple_task"": [0.4, 0.55, 0.05]}"
CR,role_head,combined,social,17295,0.027183869777482834,0.1655969933506794,"{""purple_social"": [0.5, 0.4, 0.1]}"
