session_id,n_frames,class3_support,predicted_class3,precision,recall,tp,fp,fn,mean_score_true3,mean_score_not3
018,8954,436,5204,0.07455803228285934,0.8899082568807339,388,4816,48,1.4026201219605496e-08,7.853681863352712e-08
019,6508,0,3771,0.0,nan,0,3771,0,nan,4.9675149429099596e-08
026,345,0,106,0.0,nan,0,106,0,nan,2.8054550006113183e-09
059,1488,1016,897,0.7848383500557413,0.6929133858267716,704,193,312,5.483412395264666e-08,2.7744564212791874e-09
