domain,mode,param,head,n_frames,accuracy,kappa,n_sequences,n_transitions,true_flips,pred_flips,true_flip_rate,pred_flip_rate,flip_rate_ratio,excess_flips
CC,baseline,none,task,215692,0.5897668898243792,0.34220305796378864,14,215678,148,3515,0.0006862081436215099,0.01629744341101086,23.75,3367
CC,baseline,none,social,184616,0.5775826580578065,0.3024590032134306,14,184602,88,3580,0.00047670122750566085,0.019393072664434838,40.68181818181818,3492
CC,hmm_uniform_start,mix=0.25;strength=0.25;alpha=1,task,215692,0.5905875044044285,0.342871073559451,14,215678,148,2278,0.0006862081436215099,0.010562041561958104,15.391891891891891,2130
CC,hmm_uniform_start,mix=0.25;strength=0.25;alpha=1,social,184616,0.5783843220522599,0.30312521871515336,14,184602,88,1786,0.00047670122750566085,0.009674868094603526,20.295454545454547,1698
CC,hmm_uniform_start,mix=0.25;strength=0.5;alpha=1,task,215692,0.5913432116165643,0.34359849627044126,14,215678,148,2027,0.0006862081436215099,0.009398269642708111,13.695945945945946,1879
CC,hmm_uniform_start,mix=0.25;strength=0.5;alpha=1,social,184616,0.5784114052953157,0.3026893516134154,14,184602,88,1505,0.00047670122750566085,0.008152674402227495,17.102272727272727,1417
CC,hmm_uniform_start,mix=0.25;strength=1;alpha=1,task,215692,0.5913803015410863,0.34343935661304714,14,215678,148,1758,0.0006862081436215099,0.008151039976260908,11.878378378378379,1610
CC,hmm_uniform_start,mix=0.25;strength=1;alpha=1,social,184616,0.5784276552411491,0.30215386415240436,14,184602,88,1235,0.00047670122750566085,0.006690068363289672,14.034090909090908,1147
CC,hmm_uniform_start,mix=0.25;strength=2;alpha=1,task,215692,0.5940739573094969,0.3470994756752807,14,215678,148,1422,0.0006862081436215099,0.006593162028579642,9.608108108108109,1274
CC,hmm_uniform_start,mix=0.25;strength=2;alpha=1,social,184616,0.579749317502275,0.302701903297752,14,184602,88,968,0.00047670122750566085,0.005243713502562269,11.0,880
CC,hmm_uniform_start,mix=0.25;strength=4;alpha=1,task,215692,0.5969576989410826,0.3499575415185587,14,215678,148,1095,0.0006862081436215099,0.005077012954496982,7.398648648648648,947
CC,hmm_uniform_start,mix=0.25;strength=4;alpha=1,social,184616,0.5789422368592104,0.30046718964713554,14,184602,88,703,0.00047670122750566085,0.003808192760641813,7.988636363636363,615
