role,target_channel,n_frames,ccc,mae,rmse,pearson
novice,0,200374,0.5099099997200843,0.08727987443326925,0.11554314026076543,0.5832401138422301
expert,1,200374,0.4521809918311832,0.06580206805679818,0.09464994617494903,0.45592586886457337
