domain,role,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
CR,purple,task,65346,0.33175730155205857,0.40179752851601314,0.6749006508885493,0.655005662167539
CR,purple,social,17295,0.08303234878257959,0.11592303285787205,0.09521802050171402,0.18727956056663775
CR,yellow,task,0,nan,nan,nan,nan
CR,yellow,social,0,nan,nan,nan,nan
