domain,mode,feature,head,n_frames,kappa,accuracy,weights
CR,prob_uniform,combined,task,65346,0.32053085678182724,0.764606861934931,"{""all"": [0.3333333333333333, 0.3333333333333333, 0.3333333333333333]}"
CR,prob_uniform,combined,social,17295,0.13174546796193645,0.38485111303845043,"{""all"": [0.3333333333333333, 0.3333333333333333, 0.3333333333333333]}"
