role,target_channel,n_frames,ccc,mae,rmse,pearson
novice,0,488942,0.8779066425565527,0.06864063629210813,0.0917010236170061,0.8841783977898652
expert,1,488942,0.830783528333296,0.06650234024649523,0.0888340957851169,0.8345348962725193
