dataset,n_frames,ccc,mae,rmse,pearson
noxi,577136,0.7622801487883746,0.07179256884740824,0.09175385013331502,0.7735682412420961
noxij,400748,0.5509791221941847,0.061492512053509946,0.0881114852129336,0.5673033345366487
