domain,mode,feature,head,n_frames,kappa,accuracy,weights
CR,uniform,combined,task,65346,0.27496701113439487,0.7517522113059713,"{""all"": [0.3333333333333333, 0.3333333333333333, 0.3333333333333333]}"
CR,uniform,combined,social,17295,0.0802680517313027,0.3017056952876554,"{""all"": [0.3333333333333333, 0.3333333333333333, 0.3333333333333333]}"
