role,target_channel,n_frames,ccc,mae,rmse,pearson
novice,0,488942,0.9120070026294284,0.05545464558636998,0.07306063373948826,0.9159734938363536
expert,1,488942,0.8804630344354443,0.0561968404920948,0.07399455570189378,0.8861275806766092
