dataset,session_id,n_frames,ccc,mae,rmse,pearson
noxi,007,108642,0.911127866721885,0.05445124170215701,0.06735906342286523,0.9394243452703507
noxi,009,45214,0.5496287691392795,0.053747824014001744,0.0691096652001305,0.6211234668735125
noxi,011,72010,0.9089276963690636,0.04623114157195448,0.06411378128875761,0.9163248569068866
noxi,014,53448,0.7319534165961693,0.060633253497509976,0.07345882768794942,0.8062012355084572
noxi,058,75506,0.7390554020467949,0.06161827472132136,0.07488240883007836,0.7649027573787037
noxi,062,67788,0.5502465098863453,0.0716577859229294,0.08904791848334631,0.6414032524289126
noxi,063,31992,0.8237966865019063,0.07168848068773827,0.09389014896590864,0.8594030890033699
noxi,074,47716,0.8287919861971709,0.05375378689334335,0.06955058052280903,0.8601965764433122
noxi,075,49752,0.8580352654685303,0.04453023705926473,0.06678624158641974,0.8707080893798235
noxi,076,25068,0.7771070914844453,0.056949332081102005,0.07108530021317346,0.8393261197759891
noxij,121,28100,0.7806686052183827,0.062431057380823905,0.08235438180596533,0.8398908695826649
noxij,122,31700,0.47665107484848107,0.06705226237747572,0.09445766710655376,0.608423841058217
noxij,123,35150,0.7260216524175964,0.06615625015363245,0.08538660232441452,0.8173867068859395
noxij,124,34400,0.7528631758720935,0.05818151278572893,0.08024740702819211,0.768819046015538
noxij,125,32750,0.6294427619008385,0.08368601422910472,0.1009540663170001,0.7746238712686937
noxij,126,30800,0.6387259213548051,0.06882603557103059,0.08791318384391462,0.7027796564302683
noxij,143,42050,0.7185399401232637,0.03740393787551578,0.05118917551399984,0.8029280449249687
noxij,144,38500,0.6119270944657582,0.044586337168495374,0.055093727679867505,0.7760163719486717
noxij,145,54698,0.6937400789922517,0.04577787271557946,0.06426829838263164,0.8165010341986321
noxij,146,72600,0.7281792786951987,0.038612354745672754,0.05186650768834482,0.798921619755155
