group,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
overall,task,215692,0.3197786252270702,0.4367177203121418,0.5850014607037473,0.5590981584852475
overall,social,184616,0.27023160920948364,0.35777985894406533,0.5349618328999627,0.521027429908567
