domain,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
CC,task,215692,0.40326518515845095,0.4766926224048712,0.6400249220227362,0.6319010440813753
CC,social,184616,0.2905840936683763,0.3600397226289271,0.5394388844512714,0.5205020149932833
