role,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
purple,task,65346,0.14011229905171538,0.22688893837180102,0.5727882297609633,0.572644079209133
purple,social,17295,0.21083081651107652,0.20236481930369354,0.5414733876979541,0.5092801387684301
yellow,task,0,nan,nan,nan,nan
yellow,social,0,nan,nan,nan,nan
