role,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
purple,task,384143,0.3619711276167377,0.5347837858222375,0.7188287612959804,0.6828498762179709
purple,social,384143,0.3602199346639424,0.4795074605150843,0.7156417217151403,0.7031782435186896
yellow,task,0,nan,nan,nan,nan
yellow,social,0,nan,nan,nan,nan
