domain,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
CC,task,1603816,0.31468631699261135,0.5448670860116196,0.6186120704657053,0.5998269128129411
CC,social,1583134,0.4807214336080309,0.5768051987643827,0.6538736598516325,0.6593958565731012
