session_id,n_frames,target_support,predicted_target,precision,recall,tp,fp,fn,mean_score_target,mean_score_not_target
018,8954,5143,8844,0.5811849841700588,0.9994166828699202,5140,3704,3,0.13245414459400764,0.05297901966456053
019,6508,6508,6478,1.0,0.9953902888752305,6478,0,30,0.2604124748393679,nan
026,345,0,326,0.0,nan,0,326,0,nan,0.08550571174485512
059,1488,161,1488,0.1081989247311828,1.0,161,1327,0,0.08198196051765552,0.2360808362526663
