role,target_channel,n_frames,ccc,mae,rmse,pearson
novice,0,288568,0.5927135078545239,0.05328684113331139,0.0710750492295294,0.6456479743708903
expert,1,288568,0.7757683622183698,0.06485071031287921,0.08194787003233268,0.8047936958450426
