domain,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
CC,task,1603816,0.25718621609991427,0.417983973667515,0.5498565084499112,0.5186180958414183
CC,social,1583134,0.30909117850718765,0.43150240317740796,0.5261342520664394,0.5003688885463896
