group,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
overall,task,215692,0.33792141160615125,0.44407460953588307,0.5927126392282462,0.5695436084787567
overall,social,184616,0.27959888427437485,0.36556024466358644,0.5426235348892957,0.5510248299172336
