domain,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
CC,task,1603816,0.5433896251554979,0.6008108716824881,0.7482830077349619,0.730856282765604
CC,social,1583134,0.5788303511822389,0.6347471775446899,0.7178674592603689,0.7046175497462628
