domain,mode,feature,head,n_frames,kappa,accuracy,weights
CR,role_head,combined,task,65346,0.5611782431053908,0.7940807394484742,"{""purple_task"": [0.7, 0.15, 0.15]}"
CR,role_head,combined,social,17295,0.14279218690628567,0.25365712633709164,"{""purple_social"": [0.55, 0.1, 0.35]}"
