group,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
overall,task,65346,-0.019742373730682224,0.21277213331313594,0.60480405801484,0.706868056193187
overall,social,17295,0.14529079513375479,0.19569525936494575,0.2953395768209249,0.2943625325238508
