dataset,n_frames,ccc,mae,rmse,pearson
noxi,577136,0.8007338894512718,0.0656688606699115,0.08318888804743925,0.8062954352811136
noxij,400748,0.6110544874346198,0.05671275723353909,0.07846412170506387,0.6483910837747596
