epoch,train_loss,val_ccc,val_mae,val_rmse,val_pearson,best_epoch,best_val_ccc,stale_epochs
1,0.45723665105317957,0.8539171195608379,0.08057631144581263,0.10540549752640511,0.8671368596672707,1,0.8539171195608379,0
2,0.20561288230454744,0.8421560139158697,0.08365252336705634,0.10611319708904737,0.8791789286022322,1,0.8539171195608379,1
3,0.1724014023124282,0.84814012454739,0.07498287500657977,0.09548764912204227,0.8731359215858653,1,0.8539171195608379,2
4,0.1569647905764295,0.8671778313330956,0.07111430499993095,0.09514004488354698,0.8691921470694035,4,0.8671778313330956,0
5,0.14357075106296965,0.8681986932830517,0.07155923773951164,0.09112721955859081,0.8896835834370442,5,0.8681986932830517,0
6,0.1311210777554939,0.8906426266958388,0.06120045951793947,0.08111083951156405,0.8938412981736125,6,0.8906426266958388,0
7,0.12952331431321243,0.8882106988408344,0.061915156993716705,0.08330392209297795,0.8905302480829284,6,0.8906426266958388,1
8,0.12240691916711295,0.8373149123810418,0.07682679603811868,0.0997748125846641,0.8593917925996009,6,0.8906426266958388,2
9,0.11907882421319164,0.8712848482733206,0.06884669852706198,0.08820757788114364,0.8883250668547378,6,0.8906426266958388,3
10,0.11206849241879449,0.86682925319888,0.06872932845087773,0.08904875541892782,0.875726233358166,6,0.8906426266958388,4
11,0.11145761742520688,0.8919889900849353,0.061998547483562844,0.08128584344095534,0.8946634048329364,11,0.8919889900849353,0
12,0.09998376133726604,0.8791259268012672,0.06820485274331105,0.08826709439324679,0.8910021930557528,11,0.8919889900849353,1
13,0.09618816313458912,0.8539289969778574,0.07509853554321547,0.09396738606405916,0.8876957782123497,11,0.8919889900849353,2
14,0.09155775517670077,0.8564329476996085,0.0773244430063373,0.09683432751873523,0.8797017466121732,11,0.8919889900849353,3
15,0.0940123789790851,0.8827755983982478,0.06306653295010799,0.0834551004076384,0.8913505704974687,11,0.8919889900849353,4
16,0.08615021296401522,0.8545762716209697,0.0742969284619405,0.09452982105200039,0.8737829128440626,11,0.8919889900849353,5
17,0.08917691947808906,0.8891187315419298,0.0635938020655082,0.08366820405275174,0.8946724924025841,11,0.8919889900849353,6
