role,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
purple,task,104317,0.1972393669948817,0.3672580366687517,0.5000034069416324,0.49053366181926245
purple,social,90804,0.20734885900192485,0.2691479105438836,0.4471162634422259,0.4218426501035197
yellow,task,111375,0.11983649713919599,0.31141847588069405,0.47504428886813044,0.49111560044893376
yellow,social,93812,0.23308889627283047,0.31653810698840884,0.4997723938736995,0.4376945380121946
