domain,mode,feature,head,n_frames,kappa,accuracy,weights
CR,prob_shared,combined,task,65346,0.3399657086849137,0.7372142135708383,"{""all"": [0.5, 0.05, 0.45]}"
CR,prob_shared,combined,social,17295,0.11393741044455653,0.19589476727377855,"{""all"": [0.5, 0.05, 0.45]}"
