role,target_channel,n_frames,ccc,mae,rmse,pearson
novice,0,657650,0.9284845207847303,0.04016560648789795,0.05373897748941752,0.9298909750285403
expert,1,657650,0.9118192269736294,0.0408605671714936,0.051921434418843906,0.9250676401815129
