role,target_channel,n_frames,ccc,mae,rmse,pearson
novice,0,488942,0.8819338990173298,0.06835430922523565,0.08908206707753237,0.8946216801509995
expert,1,488942,0.832163240017586,0.06727845950034915,0.09206020122380897,0.8348981093019179
