epoch,train_loss,val_organizer_score,best_epoch,best_val_organizer_score,stale_epochs,train_seconds,val_seconds,epoch_seconds
1,1.9362664222717285,0.06239087999819275,1,0.06239087999819275,0,30.479506777017377,13.516020347015,44.00872876500944
2,1.4458065032958984,-0.005605567564488527,1,0.06239087999819275,1,30.897848211985547,12.965789142006543,43.8638224430033
3,0.6763153672218323,0.09063015169177142,3,0.09063015169177142,0,31.29709361901041,13.025870394019876,44.33347291901009
4,0.967686653137207,-0.003564734618564808,3,0.09063015169177142,1,31.58688170602545,13.267572526005097,44.85463279101532
5,0.5754236578941345,0.11012452438666458,5,0.11012452438666458,0,30.10078134998912,13.467122378002387,43.5766224169638
6,0.41489464044570923,0.13179551885096358,6,0.13179551885096358,0,29.650320930988528,13.178940989950206,42.83810978499241
7,0.4476277530193329,-0.04151320455190524,6,0.13179551885096358,1,29.473078195005655,12.953413865994662,42.426689749991056
8,0.422200083732605,0.025683917299203968,6,0.13179551885096358,2,31.678314568998758,12.968829142046161,44.64736768900184
9,0.3343677520751953,-0.00039700738967392,6,0.13179551885096358,3,30.77487075497629,12.969285911007319,43.744390379986726
10,0.3255506157875061,-0.04033263114668777,6,0.13179551885096358,4,30.838657560991123,13.066776800027583,43.905679891002364
11,0.31392714381217957,0.055017253501682406,6,0.13179551885096358,5,32.39693232305581,13.266641776019242,45.66373935696902
12,0.369352251291275,-0.028359605557014455,6,0.13179551885096358,6,31.994697980990168,15.669384226028342,47.66427973500686
