epoch,train_loss,val_ccc,val_mae,val_rmse,val_pearson,best_epoch,best_val_ccc
1,0.8649773001670837,0.08297074440840611,0.37948336833163887,0.5354952913433978,0.15697891394907879,1,0.08297074440840611
