role,target_channel,n_frames,ccc,mae,rmse,pearson
novice,0,325778,-0.015947926293106585,0.4400786970148722,0.6115412623321403,-0.034040249808741825
expert,1,325778,0.11559371329938567,0.3188880396484056,0.4466852343285071,0.20705500708076185
