dataset,n_frames,ccc,mae,rmse,pearson
noxi,403756,0.16440395308349573,0.31540206784006675,0.42615755633756347,0.3077317645629281
noxij,247800,-0.030147109172191364,0.48389502919231353,0.6768119565809644,-0.09818370965002479
