role,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
purple,task,384143,0.23924101244433035,0.3757003358829195,0.7161500972195574,0.7391153815115725
purple,social,384143,0.10673487246247816,0.21901271131415306,0.5781074980541157,0.6282920683183085
yellow,task,0,nan,nan,nan,nan
yellow,social,0,nan,nan,nan,nan
