role,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
purple,task,65346,0.21371035848051947,0.37043689477639685,0.6066138976396415,0.5594986686254706
purple,social,17295,0.016328197559000387,0.08291889268333377,0.07069154534155138,0.1161607400982943
yellow,task,0,nan,nan,nan,nan
yellow,social,0,nan,nan,nan,nan
