group,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
overall,task,65346,0.2029211619086068,0.3293323790393884,0.6535428597306937,0.6698497230128853
overall,social,17295,-0.007495274521004545,0.018632855567805952,0.0051389835824477825,0.04885805145995953
