dataset,n_frames,ccc,mae,rmse,pearson
noxi,403756,-0.11799780928336907,0.3692053233119098,0.4610335969376898,-0.19463735789763562
noxij,247800,0.06631987498054352,0.31355561158957324,0.3967761570555904,0.11750063744110816
