epoch,train_loss,val_ccc,val_mae,val_rmse,val_pearson,best_epoch,best_val_ccc
1,0.7469315528869629,-0.03236257928413264,0.348040605981711,0.43770820166160473,-0.04318974103413821,1,-0.03236257928413264
