domain,mode,param,head,n_frames,accuracy,kappa,n_sequences,n_transitions,true_flips,pred_flips,true_flip_rate,pred_flip_rate,flip_rate_ratio,excess_flips
CR,label_majority,5,mean,82641,0.5168016144842337,0.30342980170069794,9,82632,31,1168,0.0003751573240391132,0.01413495982186078,37.67741935483871,1137
CR,label_majority,61,mean,82641,0.5190730434079514,0.31010644186594427,9,82632,31,367,0.0003751573240391132,0.004441378642656598,11.838709677419354,336
CR,label_majority,9,mean,82641,0.5174732571053029,0.30437638593511956,9,82632,31,957,0.0003751573240391132,0.0115814696485623,30.870967741935484,926
CR,logit_ema,0.15,mean,82641,0.5179322031189821,0.3050714766386353,9,82632,31,818,0.0003751573240391132,0.009899312614967567,26.387096774193548,787
CR,logit_ema,0.25,mean,82641,0.5175267438237698,0.30466243710194724,9,82632,31,1020,0.0003751573240391132,0.012343886145803078,32.903225806451616,989
CR,logit_ema,0.4,mean,82641,0.5171195511442473,0.3040612884523807,9,82632,31,1227,0.0003751573240391132,0.01484896892245135,39.58064516129032,1196
CR,logit_ema,0.6,mean,82641,0.5167029735026593,0.30344094058278553,9,82632,31,1519,0.0003751573240391132,0.018382708877916546,49.0,1488
CR,logit_mean,121,mean,82641,0.5249354393979248,0.3174989516333066,9,82632,31,228,0.0003751573240391132,0.002759221609061865,7.354838709677419,197
CR,logit_mean,15,mean,82641,0.5176007338506782,0.3047402160180553,9,82632,31,805,0.0003751573240391132,0.00974198857585439,25.967741935483872,774
CR,logit_mean,3,mean,82641,0.5166298873308162,0.30305389472518396,9,82632,31,1397,0.0003751573240391132,0.016906283280085196,45.064516129032256,1366
CR,logit_mean,31,mean,82641,0.5180306582860057,0.3061861591186816,9,82632,31,552,0.0003751573240391132,0.006680220737728725,17.806451612903224,521
CR,logit_mean,5,mean,82641,0.517246272686198,0.3040609330072862,9,82632,31,1175,0.0003751573240391132,0.014219672765998644,37.903225806451616,1144
CR,logit_mean,61,mean,82641,0.5210768529247833,0.31183202632952434,9,82632,31,374,0.0003751573240391132,0.004526091586794462,12.064516129032258,343
CR,logit_mean,9,mean,82641,0.5177606246172055,0.30466646360969984,9,82632,31,962,0.0003751573240391132,0.01164197889437506,31.032258064516128,931
CR,prob_mean,121,mean,82641,0.5240460486681755,0.3170566896835313,9,82632,31,231,0.0003751573240391132,0.0027955271565495207,7.451612903225806,200
CR,prob_mean,15,mean,82641,0.5175854306951675,0.3047522379023273,9,82632,31,802,0.0003751573240391132,0.009705683028366734,25.870967741935484,771
CR,prob_mean,3,mean,82641,0.5166315835522162,0.3031081946744987,9,82632,31,1394,0.0003751573240391132,0.01686997773259754,44.96774193548387,1363
CR,prob_mean,31,mean,82641,0.5177305133692375,0.3062617565571389,9,82632,31,563,0.0003751573240391132,0.006813341078516798,18.161290322580644,532
CR,prob_mean,5,mean,82641,0.517267531198064,0.3040788982847249,9,82632,31,1176,0.0003751573240391132,0.014231774615161197,37.935483870967744,1145
CR,prob_mean,61,mean,82641,0.5206134619615981,0.31201072443465105,9,82632,31,385,0.0003751573240391132,0.004659211927582535,12.419354838709678,354
CR,prob_mean,9,mean,82641,0.5176968490816076,0.30460222623503896,9,82632,31,962,0.0003751573240391132,0.01164197889437506,31.032258064516128,931
