domain,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
CC,task,215692,0.3804839157608895,0.3986296715866745,0.5954302677094484,0.6117380338631011
CC,social,184616,-0.051212499233002876,0.08576074383792079,0.15092432378756615,0.14219785934046886
