domain,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
CC,task,215692,0.30182269931295697,0.41410905064401893,0.5547078174332105,0.5252165124343972
CC,social,184616,0.2645453240535754,0.34309722344885357,0.5209044163780338,0.5007149976166746
