group,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
overall,task,65346,0.0008963274708989177,0.21065311393120856,0.6104187014236105,0.7256297248492639
overall,social,17295,0.0468730310434757,0.09502399217927424,0.07845353301273039,0.15784908933217692
