role,target_channel,n_frames,ccc,mae,rmse,pearson
novice,0,200374,0.5950584874843491,0.06497463451469317,0.08921031227332121,0.5994334813889874
expert,1,200374,0.5408626307346267,0.06660515313800792,0.09067195365618644,0.5846214399971128
