role,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
purple,task,384143,0.5224602680139049,0.6237098343709055,0.803791537706302,0.7782336265401165
purple,social,384143,0.7856211224631886,0.5164457920997589,0.9158402622944595,0.9050379676318454
yellow,task,0,nan,nan,nan,nan
yellow,social,0,nan,nan,nan,nan
