group,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
overall,task,65346,0.3823185658206746,0.4437584787348071,0.708618353126466,0.6907844397514767
overall,social,17295,0.06408489880840648,0.18288375910057997,0.09391841610160966,0.203122289679098
